"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[23798]",-0.909761786734685,0.000619051082244264,0.0155435332097255,-0.942013673115625,-0.92007530325018,-0.910201074528606,-0.898994651161174,-0.880389084383957,630.444000909884,1.00158291357485
"log_lik[23799]",-1.23468142017251,0.000354607121418691,0.00902654427927926,-1.25218991755796,-1.24077786544129,-1.23463064321685,-1.22892983443305,-1.2165896046809,647.959896861944,1.00023166929717
"log_lik[23800]",-1.19679985872578,0.000470080884223361,0.0154203850623693,-1.22698399513432,-1.20745249930777,-1.196157597657,-1.18661238703041,-1.16682277882087,1076.08172331074,1.00041381660785
"log_lik[23801]",-2.33998227316063,0.0016422073892973,0.0317150830283097,-2.40182458398547,-2.36093097841236,-2.33893928532821,-2.31981099116251,-2.27601456784475,372.97154662805,1.0063633081807
"log_lik[23802]",-1.02611634373149,0.0010145666634113,0.0179494537605016,-1.06243494701339,-1.03790352562511,-1.02637654393279,-1.01320462811205,-0.994233272737083,312.997808568829,1.0051484651532
"log_lik[23803]",-1.78972263520251,0.00138250669343324,0.0337721791557721,-1.85810632051081,-1.81201680849132,-1.7889400625278,-1.76631188049603,-1.7282035108337,596.737985274898,1.00105405780872
"log_lik[23804]",-1.41454175364055,0.000622565461264622,0.0153040359325245,-1.44615530156391,-1.42414350100682,-1.41406656559464,-1.40482964330496,-1.38429399127633,604.285129426736,1.0031787532756
"log_lik[23805]",-0.783548214052861,0.000635338690844416,0.0136366218779867,-0.809037208003155,-0.792937091596214,-0.783966342162623,-0.774317029091086,-0.756146994038427,460.683851586642,1.00279187678424
"log_lik[23806]",-2.21507992327659,0.000603593525960006,0.0267259960337044,-2.26897142669731,-2.23297105223017,-2.21543580492727,-2.19712136843276,-2.16210237079734,1960.55329866233,1.00035988546007
"log_lik[23807]",-0.762139969970384,0.00111484253534478,0.0165249434787872,-0.794085239669765,-0.774204512171535,-0.762343911867513,-0.75107684731598,-0.729328830674122,219.711558570719,1.0022663090069
"log_lik[23808]",-2.04889439315738,0.00104613036545553,0.0403888656968102,-2.13086881531122,-2.07506252367714,-2.04859275808792,-2.02164136948321,-1.97123585637345,1490.56766610849,1.0008853522686
"log_lik[23809]",-1.41905695535802,0.000337167004302754,0.0132424517630149,-1.44734382648557,-1.42689279453651,-1.4185251684953,-1.41045099824986,-1.39468184635982,1542.57633590041,1.00178362026716
"log_lik[23810]",-1.43735864527406,0.000428874291622826,0.0102952628053378,-1.4558955151084,-1.44408459847952,-1.43789052066565,-1.43115792800489,-1.41525725086289,576.255186258143,1.00394184407497
"log_lik[23811]",-1.18201962551002,0.000657373564878329,0.0108518884286176,-1.20289177673176,-1.18899965149821,-1.18212563197974,-1.17495498841445,-1.16050003800482,272.512337278171,1.00121282166364
"log_lik[23812]",-1.08507608668253,0.000642748128179612,0.0121280854494591,-1.10870384914086,-1.09315718409122,-1.08478766788856,-1.07715781960529,-1.06147847760229,356.043330777612,1.00125583222731
"log_lik[23813]",-0.865402245771764,0.000530941452012258,0.0159211589424562,-0.897671690102284,-0.875257097693149,-0.865864201461324,-0.854432901626708,-0.834446671459873,899.199567975956,1.00472992973981
"log_lik[23814]",-1.89895776694299,0.00063614475600378,0.0161191393761345,-1.93171836662879,-1.90961340856447,-1.89788940400849,-1.8879386633154,-1.86836684352426,642.054357861942,1.00069932107652
"log_lik[23815]",-2.40252281808479,0.00134277802856499,0.0367874203001983,-2.47585712770736,-2.42729670049819,-2.40168272494955,-2.3759715961356,-2.33233318068842,750.568295518837,0.999622233682903
"log_lik[23816]",-0.861123692586729,0.000887455920812053,0.0144838926250583,-0.891118496964362,-0.870682537640029,-0.860205893927489,-0.851049844109368,-0.833975007488753,266.364909306534,1.00368021074195
"log_lik[23817]",-1.59413179482127,0.000283159618204076,0.0111302794589938,-1.61729250104642,-1.60123739809614,-1.59391221083684,-1.5868897090464,-1.57332021711276,1545.07477161472,1.00094735397832
"log_lik[23818]",-1.38589172610599,0.000337733665181813,0.0135157286024473,-1.41518600378061,-1.39422595513818,-1.38525482191008,-1.37686969901032,-1.35997894864306,1601.51207967759,1.00027737446188
"log_lik[23819]",-0.983504528605193,0.000451650450741357,0.0127615209149545,-1.00936263869551,-0.991982087849774,-0.983927322584782,-0.974665544865914,-0.958815122490603,798.362220087802,1.00091355946631
"log_lik[23820]",-1.09008642706894,0.000865736431341096,0.0151185453886013,-1.11756198787042,-1.10068634720263,-1.09052260679458,-1.08047519222549,-1.05926805661469,304.964037683205,1.00509347445078
"log_lik[23821]",-1.02539915952183,0.00102880340251675,0.01740293221058,-1.06006271766362,-1.03605864257951,-1.02542459103359,-1.01356796265094,-0.99272585942696,286.140988523889,1.00219841237256
